year,annual-hydric-deficit
1987,1
1988,42
1989,-354
1990,-201
1991,-263
1992,-150
1993,-201
1994,-64
1995,-72
1996,-239
1997,-189
1998,-211
1999,-125
2000,6
2001,89
2002,-147
2003,-414
2004,-179
2005,-217
2006,-139
2007,-186
2008,-100
2009,-222
2010,-103
2011,-281
2012,-110
2013,195
2014,-51
2015,-387
2016,-170
