year,annual-estival-days
1987,40
1988,33
1989,68
1990,50
1991,52
1992,43
1993,40
1994,43
1995,55
1996,47
1997,57
1998,40
1999,53
2000,48
2001,50
2002,37
2003,84
2004,48
2005,52
2006,58
2007,44
2008,34
2009,54
2010,43
2011,42
2012,48
2013,48
2014,44
2015,53
2016,47
