year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,143,-378,-604,-2
1988,204,-416,-640,139
1989,-148,-440,-600,-31
1990,-57,-442,-531,21
1991,-61,-325,-497,97
1992,-47,-392,-620,-71
1993,-28,-434,-606,-11
1994,16,-443,-619,65
1995,10,-464,-557,-60
1996,220,-470,-517,28
1997,-9,-425,-522,-22
1998,20,-397,-614,205
1999,-41,-448,-536,-45
2000,-74,-496,-596,123
2001,-83,-397,-576,167
2002,-42,-453,-449,332
2003,164,-370,-596,181
2004,61,-419,-526,18
2005,129,-425,-512,44
2006,-24,-437,-551,-37
2007,-23,-405,-577,64
2008,60,-408,-553,-52
2009,-15,-445,-501,-24
2010,-77,-446,-550,4
2011,48,-347,-630,-109
2012,-7,-489,-616,-83
2013,55,-477,-656,-46
2014,78,-405,-569,60
2015,124,-465,-588,-121
2016,-81,-506,-622,-41
