year,annual-average-temperature
1987,17.7
1988,18.1
1989,17.7
1990,17.8
1991,16.8
1992,17.4
1993,17.9
1994,18.7
1995,18.2
1996,17.9
1997,17.8
1998,18.5
1999,19.1
2000,18.7
2001,18.9
2002,18.6
2003,18.4
2004,18.0
2005,17.8
2006,18.0
2007,18.7
2008,18.8
2009,18.7
2010,19.5
2011,17.9
2012,19.1
2013,19.3
2014,18.5
2015,18.1
2016,18.6
