year,annual-precipitations
1987,555
1988,781
1989,275
1990,386
1991,496
1992,311
1993,390
1994,525
1995,363
1996,652
1997,381
1998,651
1999,347
2000,470
2001,575
2002,703
2003,804
2004,496
2005,547
2006,366
2007,402
2008,457
2009,406
2010,379
2011,380
2012,327
2013,517
2014,673
2015,524
2016,364
