year,F1,F3,M4
,label F1,label F3,label M4-FGN
1987,19,92,4
1988,19,9,3
1989,17,101,4
1990,18,100,3
1991,22,94,4
1992,16,94,3
1993,20,96,4
1994,15,95,3
1995,21,91,4
1996,22,95,4
1997,19,93,4
1998,16,93,4
1999,15,89,4
2000,19,92,3
2001,19,96,3
2002,27,97,3
2003,14,93,4
2004,19,96,4
2005,18,94,4
2006,16,96,3
2007,22,100,5
2008,23,95,3
2009,18,94,4
2010,17,97,4
2011,17,9,4
2012,20,93,4
2013,17,93,3
2014,18,99,3
2015,18,90,4
2016,18,89,4
2016
2017,16,93,4
2018,0,84,4
2019,18,88,5
2020,17,91,4
2021,15,95,3
2022,15,94,3
2023,21,92,3
2024,14,88,4
2025,16,88,4
2026,17,87,3
2027,14,94,4
2028,14,102,5
2029,17,90,4
2030,16,94,4
2031,20,92,3
2032,15,94,4
2033,17,86,4
2034,15,92,3
2035,15,96,4
2036,15,87,5
2037,17,90,3
2038,16,94,3
2039,15,95,5
2040,16,93,4
2041,15,87,4
2042,0,94,3
2043,22,94,4
2044,17,90,4
2045,14,90,4
2046,0,90,4
