year,annual-estival-days
1987,115
1988,123
1989,111
1990,149
1991,125
1992,114
1993,133
1994,133
1995,125
1996,126
1997,117
1998,128
1999,145
2000,129
2001,143
2002,123
2003,149
2004,118
2005,114
2006,137
2007,126
2008,124
2009,144
2010,145
2011,140
2012,161
2013,152
2014,145
2015,153
2016,154

min,80
max,170
steps ,10
decimals
