year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-2.1,10.7,16.7,4.7
1988,2.4,12.5,16.2,4.9
1989,3.8,11.7,16.3,4.6
1990,4.4,12.4,16.7,5.1
1991,2.1,10.6,18.3,3.8
1992,1.9,12.5,17.8,4.3
1993,1.5,13.5,15.3,3.8
1994,3.5,11.9,17.6,6.3
1995,1.4,11.0,16.1,4.3
1996,-1.2,11.9,14.2,2.9
1997,2.0,11.2,16.5,4.2
1998,2.9,12.9,16.0,3.5
1999,1.7,12.2,17.2,3.8
2000,2.3,13.7,15.9,6.3
2001,3.0,11.7,15.8,4.4
2002,3.5,12.8,15.6,5.8
2003,0.7,14.5,18.2,3.9
2004,1.0,11.6,16.7,4.6
2005,0.5,13.0,16.3,4.0
2006,-1.1,12.7,17.7,7.2
2007,4.4,14.6,15.7,3.4
2008,3.2,13.0,15.8,4.3
2009,-0.1,13.7,17.4,5.1
2010,0.2,11.9,16.2,3.5
2011,2.5,14.0,16.9,5.5
2012,1.1,13.1,16.9,5.0
2013,-0.2,11.6,17.1,5.5
2014,4.4,13.0,16.1,7.0
2015,0.5,12.2,16.7,6.1
2016,2.2,11.7,16.8,4.0
