year,annual-average-temperature
1987,7.5
1988,9.0
1989,9.2
1990,9.7
1991,8.8
1992,9.1
1993,8.6
1994,9.9
1995,8.3
1996,7.0
1997,8.5
1998,8.8
1999,8.8
2000,9.6
2001,8.8
2002,9.4
2003,9.4
2004,8.5
2005,8.5
2006,9.1
2007,9.6
2008,9.1
2009,9.1
2010,8.0
2011,9.7
2012,9.1
2013,8.6
2014,10.2
2015,9.0
2016,8.7
