year,annual-estival-days
1987,49
1988,47
1989,73
1990,51
1991,76
1992,45
1993,45
1994,67
1995,58
1996,50
1997,77
1998,56
1999,70
2000,56
2001,53
2002,49
2003,95
2004,71
2005,68
2006,75
2007,62
2008,56
2009,84
2010,65
2011,79
2012,71
2013,59
2014,45
2015,62
2016,64

min,0
max,100
steps,11
decimal
