year,annual-average-temperature
1987,11.5
1988,11.8
1989,12.7
1990,12.3
1991,11.5
1992,11.8
1993,12.0
1994,12.9
1995,12.4
1996,11.7
1997,13.2
1998,12.2
1999,12.3
2000,12.5
2001,12.2
2002,12.5
2003,13.2
2004,12.1
2005,12.2
2006,13.3
2007,12.7
2008,12.1
2009,12.7
2010,11.4
2011,13.2
2012,12.4
2013,11.2
2014,12.5
2015,12.5
2016,12.2

min,8
max,14
steps,7
decimal


