year,A1,A2,A3
,label A1,label A2,label A3
1987,27,2351,201
1988,14,2368,114
1989,24,2342,178
1990,19,2326,195
1991,36,2296,266
1992,24,2244,177
1993,18,2583,149
1994,16,2379,163
1995,18,2494,125
1996,27,2470,197
1997,34,2471,258
1998,33,2131,232
1999,18,2236,209
2000,37,2547,271
2001,41,2456,264
2002,47,2542,318
2003,21,2440,171
2004,16,2638,129
2005,47,2370,310
2006,25,2206,185
2007,16,2433,140
2008,25,2277,156
2009,20,2397,166
2010,29,2399,227
2011,38,2353,249
2012,25,2026,190
2013,7,2317,108
2014,47,2343,280
2015,21,2467,185
2016,19,2566,156
2016
2017,52,2146,339
2018,62,2263,454
2019,44,2053,307
2020,44,2089,296
2021,31,2186,263
2022,80,2120,500
2023,42,2302,305
2024,44,1742,370
2025,49,2034,320
2026,34,1906,302
2027,41,2058,327
2028,76,2087,462
2029,28,2121,292
2030,68,1985,474
2031,67,2001,412
2032,62,2070,410
2033,60,2060,504
2034,55,1923,400
2035,37,1973,276
2036,36,2172,252
2037,75,2123,455
2038,52,2351,386
2039,66,2259,418
2040,71,1870,479
2041,52,2018,363
2042,61,1965,444
2043,48,1927,317
2044,42,1991,328
2045,75,1954,450
2046,51,2213,362

min,,1600
max,,2850
steps,,10
decimal



