year,annual-hydric-deficit
1987,-179
1988,-157
1989,-293
1990,-205
1991,-199
1992,-84
1993,-202
1994,-189
1995,-351
1996,43
1997,-361
1998,-393
1999,-115
2000,-190
2001,-226
2002,-94
2003,-397
2004,-131
2005,-200
2006,-143
2007,-94
2008,-7
2009,-269
2010,-203
2011,-331
2012,-325
2013,-62
2014,-57
2015,-434
2016,-54
