year,annual-frozen-days
1987,47
1988,45
1989,31
1990,44
1991,54
1992,42
1993,36
1994,22
1995,37
1996,35
1997,27
1998,35
1999,33
2000,29
2001,37
2002,14
2003,43
2004,40
2005,69
2006,42
2007,32
2008,32
2009,43
2010,65
2011,27
2012,44
2013,52
2014,19
2015,42
2016,25
