year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,23,1,-115,5,1,-243,48,18,138
1988,16,4,-169,6,0,-298,55,1,59
1989,16,1,-171,5,0,-307,55,14,101
1990,9,1,-180,10,5,-449,63,8,54
1991,22,0,-161,7,5,-377,48,11,186
1992,13,0,-43,5,1,-272,71,10,72
1993,6,0,-100,5,3,-234,76,15,136
1994,8,0,-155,7,1,-373,58,14,116
1995,6,1,-56,3,0,-83,66,13,106
1996,24,5,-227,8,1,-470,51,14,53
1997,30,0,-155,8,1,-412,52,11,125
1998,22,2,-167,7,1,-402,44,8,153
1999,13,0,-140,5,3,-301,61,17,129
2000,15,4,-203,5,8,-473,60,14,86
2001,26,8,-80,5,4,-347,62,14,53
2002,23,1,-144,6,4,-274,56,21,124
2003,18,11,-109,7,2,-192,69,5,175
2004,24,0,-2,6,0,-138,59,17,139
2005,32,3,-67,5,9,-320,45,20,77
2006,11,0,-97,6,0,-289,63,12,88
2007,22,2,-176,3,3,-264,50,13,129
2008,17,2,-194,7,0,-412,50,15,86
2009,17,0,-125,7,3,-358,68,23,106
2010,26,4,-68,6,2,-350,51,12,51
2011,24,2,-193,9,4,-385,47,9,117
2012,13,0,-94,6,2,-335,54,9,84
2013,10,1,-115,7,0,-304,50,8,136
2014,28,0,-25,8,3,-322,54,18,88
2015,13,2,-108,5,2,-343,59,9,92
2016,11,4,-203,8,1,-445,54,20,53
2016
2017,23,1,-87,7,7,-338,46,5,147
2018,44,0,-196,10,11,-490,47,12,40
2019,33,0,-201,8,4,-413,43,2,122
2020,29,0,-182,9,7,-445,42,19,54
2021,18,1,-235,10,3,-482,55,0,105
2022,45,0,-216,10,13,-482,37,14,110
2023,35,5,-215,9,3,-523,46,17,108
2024,32,0,-204,8,3,-435,28,1,132
2025,38,4,-191,10,6,-400,40,5,110
2026,29,0,-195,8,8,-469,37,6,70
2027,16,0,-231,5,3,-453,59,6,83
2028,38,0,-190,7,13,-421,43,4,255
2029,25,2,-188,8,0,-500,45,4,138
2030,32,1,-154,6,13,-483,48,2,78
2031,32,0,-181,8,13,-432,41,1,80
2032,29,2,-110,6,13,-435,53,11,30
2033,29,2,-241,6,27,-483,33,6,130
2034,45,0,-273,8,10,-426,37,3,99
2035,22,0,-124,6,6,-408,55,2,107
2036,20,0,-151,8,3,-388,45,10,104
2037,40,0,-213,9,7,-414,35,5,112
2038,40,1,-179,7,19,-422,42,4,117
2039,39,0,-195,5,9,-486,38,17,86
2040,36,0,-216,10,15,-518,34,0,158
2041,23,2,-173,7,7,-456,40,11,62
2042,41,4,-276,9,10,-560,32,3,33
2043,23,0,-201,7,6,-477,31,11,111
2044,23,0,-196,9,13,-513,45,3,66
2045,39,1,-190,8,10,-438,44,8,88
2046,30,0,-241,7,9,-498,47,15,71

min,,0
max,,12
steps,,8
decimal
