year,F1,F3,M4
,label F1,label F3,label M4
1987,47,119,1
1988,40,132,1
1989,30,124,2
1990,44,122,5
1991,52,122,3
1992,36,117,4
1993,46,130,3
1994,45,124,2
1995,50,131,4
1996,50,125,6
1997,42,134,5
1998,36,120,3
1999,39,114,2
2000,58,126,5
2001,33,128,3
2002,61,127,4
2003,43,137,3
2004,57,133,2
2005,54,122,2
2006,38,121,3
2007,53,130,1
2008,60,117,3
2009,28,126,3
2010,39,126,3
2011,45,122,3
2012,24,114,2
2013,57,119,4
2014,32,118,3
2015,49,123,4
2016,76,132,7
2016
2017,38,123,4
2018,41,115,6
2019,49,116,6
2020,29,112,7
2021,47,129,6
2022,40,114,4
2023,40,118,5
2024,32,107,4
2025,25,126,5
2026,29,116,6
2027,33,121,3
2028,28,111,2
2029,33,120,4
2030,30,117,6
2031,42,115,4
2032,35,118,7
2033,51,123,4
2034,36,118,5
2035,38,109,4
2036,35,117,2
2037,61,121,6
2038,46,128,5
2039,24,126,4
2040,34,111,5
2041,32,121,5
2042,34,120,6
2043,30,115,5
2044,33,107,7
2045,24,116,5
2046,33,119,6

min,,80
max,,150
steps,,11
decimal
