year,annual-average-temperature
1987,9.9
1988,9.7
1989,9.4
1990,10.7
1991,9.4
1992,10.8
1993,10.0
1994,10.0
1995,9.6
1996,8.0
1997,9.9
1998,9.3
1999,9.8
2000,10.7
2001,10.2
2002,10.8
2003,10.4
2004,9.7
2005,9.4
2006,10.3
2007,10.9
2008,10.7
2009,10.7
2010,9.5
2011,10.7
2012,10.7
2013,10.6
2014,11.5
2015,11.3
2016,11.0

min,7
max,13
steps,7
decimal



