year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,15,5,-103,8,2,-203,50,32,278
1988,25,7,-34,3,0,31,50,36,324
1989,9,9,-26,5,0,-27,58,26,371
1990,13,8,-91,5,0,-90,47,38,246
1991,16,7,-191,4,0,-138,47,30,254
1992,11,1,-5,5,1,-67,60,49,244
1993,16,23,-121,8,1,-197,53,28,342
1994,13,5,11,4,1,-42,61,27,253
1995,12,7,-69,4,1,-155,56,45,139
1996,11,6,-48,7,0,-116,54,33,176
1997,12,3,-83,4,0,-208,54,18,287
1998,4,11,24,2,1,4,56,22,398
1999,19,2,14,7,0,-149,47,45,336
2000,12,3,15,3,0,-30,59,39,279
2001,17,6,51,4,1,44,50,46,368
2002,6,6,73,4,0,116,53,46,256
2003,16,2,26,6,0,26,52,32,424
2004,9,7,-52,3,0,-147,51,30,159
2005,12,1,-110,5,1,-98,50,38,351
2006,21,11,-64,5,1,-67,49,35,271
2007,16,5,238,3,3,169,47,32,213
2008,20,2,68,6,3,-89,56,30,253
2009,3,6,107,4,2,19,76,21,335
2010,11,11,14,6,3,-190,63,24,250
2011,4,7,-22,2,0,65,64,38,270
2012,10,2,-46,5,2,-28,53,29,272
2013,27,13,-156,5,0,-271,45,39,46
2014,19,2,-92,6,0,-62,40,21,117
2015,12,4,-158,7,1,-68,58,27,459
2016,23,9,85,6,1,-5,54,35,145
2016
2017,31,13,-133,6,3,-121,47,30,384
2018,31,17,-116,6,4,-253,40,37,203
2019,30,1,-124,6,4,-184,39,39,168
2020,24,13,-96,8,9,-220,50,29,351
2021,29,11,-224,8,10,-444,39,14,100
2022,22,11,-145,8,0,-366,50,27,216
2023,22,7,-64,6,1,-196,46,18,257
2024,24,15,-98,9,2,-395,63,39,278
2025,26,17,-96,8,5,-312,52,28,272
2026,19,7,-46,4,2,-174,46,21,158
2027,20,14,46,0,0,0,34,15,191
2028,33,2,-82,8,0,-75,43,34,447
2029,26,1,-142,7,0,-347,44,14,245
2030,34,9,-166,5,2,-184,47,35,452
2031,21,3,167,4,5,-18,59,25,125
2032,22,1,-168,7,8,-379,53,28,261
2033,24,5,32,4,3,-72,57,24,332
2034,12,3,-77,7,6,-277,53,34,135
2035,34,6,-126,7,5,-171,43,25,357
2036,28,1,-5,5,7,-109,56,29,253
2037,15,3,-68,8,7,-247,51,18,207
2038,26,8,-10,4,1,-134,42,34,303
2039,29,6,-77,8,1,-263,54,23,198
2040,26,15,-44,4,0,-196,46,22,243
2041,17,2,-165,8,2,-355,49,23,266
2042,26,7,-53,7,1,-219,63,26,225
2043,42,3,-62,4,3,-236,43,19,131
2044,28,2,-62,7,10,16,56,23,451
2045,29,4,-147,6,2,-404,46,33,153
2046,30,3,-155,7,2,-148,42,31,301

min,,,,0
max,,,,14
steps,,,,8
decimal



