year,annual-hydric-deficit
1987,145
1988,95
1989,299
1990,-288
1991,304
1992,80
1993,-24
1994,20
1995,781
1996,630
1997,160
1998,523
1999,513
2000,603
2001,588
2002,568
2003,16
2004,595
2005,311
2006,232
2007,205
2008,489
2009,588
2010,1002
2011,18
2012,98
2013,336
2014,913
2015,-38
2016,444
