year,annual-precipitations
1987,1020
1988,925
1989,1040
1990,614
1991,1043
1992,944
1993,822
1994,813
1995,1480
1996,1302
1997,880
1998,1271
1999,1426
2000,1558
2001,1578
2002,1523
2003,1104
2004,1570
2005,1275
2006,1211
2007,1238
2008,1470
2009,1623
2010,1935
2011,1069
2012,1149
2013,1306
2014,1628
2015,751
2016,1186
