year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1592,9,-81,0
1988,1704,13,46,3
1989,1421,9,28,1
1990,1455,9,-95,3
1991,1509,10,-202,3
1992,1592,11,-121,4
1993,1517,12,-15,4
1994,1382,8,-14,2
1995,1613,10,-153,4
1996,1420,10,-82,1
1997,1559,13,-53,8
1998,1446,8,169,4
1999,1514,11,-14,3
2000,1448,12,153,8
2001,1581,10,121,3
2002,1502,9,222,0
2003,1514,10,227,6
2004,1433,10,-168,4
2005,1661,10,59,0
2006,1735,10,-56,0
2007,1512,10,223,8
2008,1521,11,-4,15
2009,1458,10,168,1
2010,1401,11,-68,4
2011,1301,7,216,0
2012,1654,11,27,2
2013,1543,8,-283,3
2014,1519,10,16,6
2015,1578,10,74,0
2016,1811,11,-44,0
2016
2017,1608,11,31,10
2018,1932,12,-164,0
2019,1754,10,-49,3
2020,1793,12,-59,3
2021,1941,12,-530,5
2022,1669,10,-282,2
2023,1615,11,-164,13
2024,1700,12,-191,5
2025,1798,12,-162,0
2026,1788,12,-222,1
2027,1702,9,41,0
2028,1866,12,119,3
2029,1823,10,-243,1
2030,1763,10,-35,2
2031,1694,11,-97,10
2032,1749,12,-225,2
2033,1675,10,152,0
2034,1712,12,-324,7
2035,1863,10,-10,7
2036,1734,10,28,4
2037,1890,12,-130,0
2038,1862,10,65,0
2039,1712,11,-184,3
2040,1868,13,-91,1
2041,1603,11,-106,1
2042,1723,12,-129,0
2043,1989,11,-100,0
2044,1689,11,96,9
2045,1722,12,-261,11
2046,1595,9,-50,9

min,1000,6
max,2500,16
steps,7,11
decimal



