year,annual-estival-days
1987,49
1988,42
1989,37
1990,45
1991,51
1992,51
1993,55
1994,65
1995,47
1996,41
1997,52
1998,53
1999,44
2000,55
2001,56
2002,47
2003,92
2004,50
2005,47
2006,55
2007,53
2008,77
2009,67
2010,48
2011,80
2012,73
2013,71
2014,38
2015,65
2016,72
