year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-0.1,13.2,19.7,6.7
1988,2.8,13.2,18.5,4.3
1989,3.2,12.8,17.6,4.1
1990,4.5,13.7,18.1,6.5
1991,1.6,12.0,19.6,4.2
1992,2.8,14.4,19.8,6.2
1993,1.4,15.0,18.3,5.0
1994,3.0,13.0,19.2,4.7
1995,1.9,13.0,17.7,5.4
1996,-1.3,13.9,15.8,3.6
1997,3.1,13.1,17.9,5.4
1998,2.8,14.0,17.9,2.4
1999,2.5,13.5,18.0,5.1
2000,2.5,14.3,17.3,8.7
2001,4.5,13.0,17.3,5.7
2002,4.1,13.8,17.5,7.5
2003,1.2,14.8,19.1,6.1
2004,1.2,12.6,17.9,6.9
2005,0.8,13.5,17.4,5.5
2006,0.5,13.3,18.4,8.8
2007,5.8,15.5,17.0,5.1
2008,3.8,14.0,17.8,7.1
2009,2.1,14.6,19.2,6.8
2010,1.2,13.2,17.8,5.7
2011,2.6,14.2,19.3,6.2
2012,2.0,13.9,19.4,7.2
2013,1.7,13.6,19.3,7.8
2014,5.7,14.0,17.5,8.6
2015,3.6,14.1,19.5,7.7
2016,4.2,13.9,19.5,6.2
