year,annual-frozen-days
1987,82
1988,112
1989,105
1990,75
1991,87
1992,75
1993,109
1994,88
1995,107
1996,125
1997,105
1998,120
1999,90
2000,79
2001,80
2002,68
2003,101
2004,93
2005,110
2006,92
2007,73
2008,71
2009,80
2010,97
2011,102
2012,87
2013,78
2014,40
2015,75
2016,71
