year,F1,F3,M4
,label F1,label F3,label M4
1987,34,112,4
1988,39,107,3
1989,32,116,6
1990,33,105,4
1991,47,111,5
1992,32,110,4
1993,47,112,3
1994,27,111,4
1995,32,103,3
1996,38,114,4
1997,31,111,2
1998,36,108,3
1999,33,101,3
2000,37,109,5
2001,29,116,3
2002,28,109,7
2003,40,104,2
2004,23,111,4
2005,40,110,1
2006,22,117,3
2007,26,115,4
2008,22,110,4
2009,20,104,3
2010,32,104,5
2011,21,103,4
2012,30,107,4
2013,24,106,3
2014,26,112,2
2015,34,105,5
2016,27,110,4
2016
2017,48,111,5
2018,34,104,6
2019,22,104,4
2020,30,109,5
2021,17,90,3
2022,37,106,5
2023,25,102,7
2024,30,107,7
2025,29,111,4
2026,33,93,6
2027,30,100,5
2028,26,110,4
2029,22,98,4
2030,26,95,5
2031,37,103,4
2032,39,109,6
2033,21,103,2
2034,28,104,5
2035,29,100,3
2036,32,101,7
2037,30,109,6
2038,21,99,6
2039,17,105,5
2040,21,102,6
2041,25,111,5
2042,25,106,4
2043,24,105,5
2044,37,105,5
2045,30,99,6
2046,29,102,5
