year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,17,-300,-335,109
1988,-57,-68,-382,-86
1989,-110,-302,-396,102
1990,-35,-215,-400,-21
1991,92,-242,-405,78
1992,143,-98,-112,142
1993,-24,-172,-317,135
1994,-8,-95,-301,-35
1995,18,-249,-358,-7
1996,136,-206,-144,309
1997,-58,-226,-304,13
1998,-42,-242,-333,90
1999,-15,-164,-294,255
2000,-15,-136,-301,164
2001,11,-221,-372,-63
2002,-32,-147,-301,79
2003,14,-264,-430,137
2004,86,-234,-363,78
2005,22,-264,-304,145
2006,83,-354,-330,-52
2007,42,-193,-358,-44
2008,18,-146,-364,93
2009,-13,-149,-435,-37
2010,74,-226,-441,49
2011,62,-317,-289,-9
2012,-94,-188,-360,0
2013,123,-137,-402,91
2014,2,-250,-194,55
2015,20,-343,-426,-92
2016,32,-276,-530,-52
