year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,2106,13,-451,0
1988,1943,14,-473,0
1989,2074,15,-542,1
1990,2047,14,-527,0
1991,2119,14,-676,0
1992,1966,14,-526,0
1993,2146,14,-599,0
1994,2147,14,-712,0
1995,2047,15,-372,0
1996,2156,15,-476,0
1997,2032,14,-508,0
1998,1978,14,-453,0
1999,2073,14,-393,0
2000,2192,13,-644,0
2001,1898,14,-385,1
2002,2146,15,-548,0
2003,1935,14,-431,0
2004,2086,15,-449,0
2005,2085,16,-452,0
2006,2034,14,-578,0
2007,2092,14,-556,0
2008,2014,14,-493,0
2009,2054,14,-354,0
2010,2119,15,-510,0
2011,2232,14,-456,0
2012,2192,15,-493,0
2013,1910,12,-485,0
2014,2185,14,-553,0
2015,2195,14,-504,0
2016,2040,14,-520,0
2016
2017,2206,14,-512,0
2018,2341,14,-591,0
2019,2238,16,-523,0
2020,2352,16,-524,0
2021,2452,14,-576,0
2022,2405,15,-646,0
2023,2187,16,-638,0
2024,2295,15,-642,0
2025,2246,16,-482,0
2026,2346,16,-673,0
2027,2327,16,-685,0
2028,2147,16,-448,0
2029,2250,16,-704,0
2030,2208,15,-645,0
2031,2248,15,-575,0
2032,2364,16,-605,0
2033,2082,13,-357,0
2034,2344,15,-650,0
2035,2357,18,-596,0
2036,2378,14,-661,0
2037,2272,14,-544,0
2038,2318,17,-577,0
2039,2521,15,-594,0
2040,2449,16,-646,0
2041,2267,15,-508,0
2042,2257,15,-551,0
2043,2291,15,-608,0
2044,2122,15,-469,0
2045,2392,14,-607,0
2046,2212,13,-560,0

min,1200,10,,0
max,2700,20,,8
steps,11,11,,9
decimal



