year,A1,A2,A3
,label A1,label A2,label A3
1987,51,1893,356
1988,45,1885,319
1989,61,1938,410
1990,68,1781,442
1991,50,1964,410
1992,45,1850,321
1993,54,2099,402
1994,51,1995,446
1995,65,1929,398
1996,65,2079,461
1997,43,1952,338
1998,54,1871,335
1999,50,1679,393
2000,49,1874,404
2001,61,1880,360
2002,54,1815,435
2003,43,1923,281
2004,59,1692,402
2005,62,1839,404
2006,57,1838,392
2007,59,1902,411
2008,57,1817,372
2009,68,1871,408
2010,77,1862,477
2011,73,1596,463
2012,80,1873,478
2013,43,1827,314
2014,71,1802,427
2015,66,1886,430
2016,54,1818,409
2016
2017,83,1921,541
2018,94,1565,576
2019,81,1602,550
2020,93,1703,631
2021,88,1414,647
2022,95,1771,609
2023,67,1720,497
2024,90,1605,649
2025,74,1913,552
2026,84,1654,609
2027,74,1568,548
2028,107,1733,631
2029,68,1493,557
2030,73,1726,581
2031,84,1796,551
2032,82,1612,584
2033,66,1639,430
2034,84,1820,614
2035,102,1600,630
2036,91,1635,603
2037,79,1696,559
2038,86,1647,578
2039,85,1522,679
2040,90,1544,616
2041,80,1686,570
2042,86,1577,617
2043,93,1671,600
2044,67,1763,437
2045,87,1507,602
2046,80,1749,518
