year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,6.7,15.6,22.4,12.0
1988,9.1,16.3,21.1,11.4
1989,9.0,16.6,22.2,12.5
1990,10.2,16.6,22.5,10.6
1991,8.2,14.8,23.3,10.2
1992,7.9,16.0,21.7,11.4
1993,8.3,16.6,20.5,10.7
1994,9.0,15.8,22.4,12.0
1995,8.5,16.0,21.5,12.1
1996,8.4,16.4,20.3,10.7
1997,10.1,16.8,22.3,12.1
1998,9.3,16.5,21.5,9.7
1999,8.4,16.8,22.3,10.2
2000,8.6,16.9,21.3,11.8
2001,9.7,16.7,21.4,10.3
2002,9.6,16.5,20.6,12.2
2003,7.7,18.5,24.3,11.1
2004,7.8,16.6,22.0,11.0
2005,6.4,17.4,21.6,10.1
2006,7.4,17.7,23.0,12.6
2007,9.2,17.8,20.8,10.2
2008,9.4,16.6,21.3,10.1
2009,7.8,17.1,22.6,11.7
2010,6.3,16.3,21.9,9.9
2011,8.0,17.6,21.8,12.8
2012,7.2,16.9,22.2,11.9
2013,7.1,14.7,22.6,11.1
2014,9.4,17.4,21.5,13.0
2015,8.1,18.0,22.1,12.8
2016,9.2,16.4,23.1,12.0
