year,annual-frozen-days
1987,27
1988,15
1989,13
1990,20
1991,22
1992,20
1993,13
1994,9
1995,15
1996,14
1997,7
1998,15
1999,14
2000,7
2001,17
2002,8
2003,16
2004,17
2005,40
2006,27
2007,19
2008,11
2009,17
2010,45
2011,19
2012,22
2013,21
2014,5
2015,14
2016,11
