year,annual-average-temperature
1987,3.7
1988,6.0
1989,7.4
1990,7.5
1991,6.6
1992,6.6
1993,5.6
1994,7.5
1995,6.1
1996,5.4
1997,6.9
1998,6.0
1999,6.4
2000,7.5
2001,6.0
2002,6.6
2003,6.3
2004,6.5
2005,6.7
2006,7.1
2007,6.9
2008,7.3
2009,6.2
2010,4.1
2011,7.2
2012,6.1
2013,6.3
2014,7.8
2015,7.5
2016,7.1
