year,annual-estival-days
1987,2
1988,11
1989,14
1990,2
1991,9
1992,18
1993,2
1994,17
1995,17
1996,12
1997,25
1998,0
1999,12
2000,4
2001,15
2002,31
2003,11
2004,9
2005,10
2006,29
2007,13
2008,19
2009,13
2010,7
2011,14
2012,3
2013,14
2014,27
2015,5
2016,10
