year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,32,-86,-102,65
1988,82,-192,6,92
1989,-1,-231,-57,45
1990,36,-149,-79,67
1991,66,-117,-129,26
1992,37,-214,-66,140
1993,19,-197,-62,174
1994,84,-156,47,89
1995,94,-27,-90,47
1996,-5,-95,-86,147
1997,23,-102,-47,185
1998,102,-41,3,204
1999,139,11,-17,122
2000,101,18,-52,260
2001,121,-84,-31,106
2002,155,-69,-28,232
2003,54,-18,-89,124
2004,109,-134,40,206
2005,39,-99,-74,111
2006,87,-41,-106,314
2007,125,-82,23,100
2008,175,-143,71,177
2009,56,-142,114,189
2010,58,-32,117,88
2011,70,-140,181,116
2012,22,-19,112,192
2013,12,-43,-146,198
2014,166,-90,-81,238
2015,137,-49,40,71
2016,103,-90,-9,47
