year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,63,125,114,100
1988,116,63,208,117
1989,51,31,183,80
1990,92,103,145,97
1991,101,120,112,67
1992,87,85,172,172
1993,77,77,159,202
1994,149,89,324,139
1995,149,209,151,81
1996,41,133,166,189
1997,79,154,222,221
1998,153,185,214,234
1999,172,249,222,153
2000,143,250,160,285
2001,155,163,201,146
2002,201,198,230,264
2003,93,238,179,153
2004,148,134,261,238
2005,83,137,165,144
2006,119,206,158,343
2007,169,176,255,134
2008,225,130,300,209
2009,89,123,330,219
2010,86,210,343,119
2011,113,131,401,153
2012,80,222,325,219
2013,51,213,105,232
2014,214,175,178,268
2015,186,192,279,107
2016,143,169,228,92
