year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,597,469,40,-127,123,4.2,2263,7,14.3,172
1988,619,523,0,-152,48,5.9,2611,20,13.8,145
1989,743,480,167,12,61,5.6,2480,2,14.5,145
1990,555,511,-44,-315,144,6.1,2661,14,15.3,145
1991,727,591,-6,-219,139,5.9,2706,6,15.0,136
1992,546,513,-73,-188,67,7.0,2903,12,15.9,133
1993,671,638,-131,-230,52,5.8,2688,9,14.3,141
1994,583,581,-138,-269,75,6.0,2673,6,15.1,147
1995,616,504,23,-86,75,5.4,2617,14,14.7,155
1996,776,626,7,-214,136,6.4,2803,8,15.6,130
1997,554,625,-230,-320,57,5.7,2730,11,15.1,142
1998,674,500,92,-67,84,5.1,2488,13,14.3,165
1999,638,645,-159,-283,84,5.1,2636,7,14.5,166
2000,730,606,-36,-237,102,6.9,2880,6,14.1,121
2001,603,488,20,-168,123,6.2,2846,11,14.6,130
2002,611,499,9,-201,147,5.5,2495,4,13.0,140
2003,604,516,-7,-235,163,5.2,2419,6,13.5,162
2004,644,507,38,-167,139,5.4,2538,5,14.7,148
2005,622,489,37,-96,58,5.3,2510,2,13.7,146
2006,665,461,104,-18,98,4.6,2406,6,14.1,157
2007,628,516,11,-136,85,5.7,2617,7,14.7,156
2008,779,506,178,-30,101,6.4,2672,15,15.5,147
2009,515,513,-91,-252,138,5.6,2582,8,14.1,151
2010,637,536,9,-222,157,6.3,2742,14,14.0,128
2011,505,514,-102,-193,69,5.2,2495,9,13.8,164
2012,713,486,139,-60,119,5.3,2521,3,14.1,157
2013,599,499,8,-208,177,5.5,2524,4,14.5,156
2014,661,511,57,-120,104,5.6,2612,11,14.3,154
2015,707,532,73,-155,160,6.1,2828,15,14.8,134
2016,509,519,-100,-239,85,6.3,2650,10,13.9,140
2016
2017,813,527,176,-110,227,7.5,3103,9,15.5,107
2018,758,504,162,-131,232,6.3,2756,8,15.2,135
2019,601,519,-28,-185,67,6.8,2895,10,15.7,119
2020,623,497,21,-118,102,6.7,2974,13,16.0,120
2021,663,562,-70,-138,90,6.8,2877,14,14.1,119
2022,630,505,11,-192,128,6.6,2763,10,16.0,136
2023,656,587,-102,-194,80,6.0,2623,7,14.2,122
2024,724,580,-9,-177,131,6.3,2828,3,15.2,136
2025,806,505,199,-60,175,6.6,2819,6,14.6,136
2026,751,615,-9,-178,157,6.2,2753,5,15.0,135
2027,640,595,-131,-214,55,7.1,2963,8,15.1,118
2028,805,484,221,-50,224,6.4,2785,7,15.7,127
2029,603,651,-232,-351,82,6.6,2931,14,15.8,110
2030,719,590,-29,-181,109,7.3,3025,15,15.5,121
2031,803,474,224,-51,177,6.9,2816,12,14.8,118
2032,741,514,125,-151,179,6.7,2908,6,15.2,123
2033,805,487,210,-94,233,7.5,2987,2,14.3,102
2034,670,542,17,-169,98,7.1,3009,7,15.6,113
2035,565,548,-86,-299,146,7.4,3062,16,16.1,120
2036,756,514,137,-144,199,6.9,2792,8,14.1,121
2037,622,534,-15,-204,110,6.8,2904,18,15.0,128
2038,682,557,23,-134,72,7.1,2968,18,16.0,126
2039,594,528,-35,-213,132,6.4,2761,13,14.6,139
2040,718,532,70,-198,144,7.7,3138,21,16.0,109
2041,748,544,99,-164,150,7.5,3079,21,15.6,103
2042,729,524,105,-106,113,7.1,2935,18,15.9,125
2043,726,521,97,-140,210,7.1,2976,14,15.5,125
2044,734,513,108,-48,100,7.5,2984,8,14.9,114
2045,622,522,0,-187,116,6.8,2965,13,15.2,122
2046,752,494,154,-51,144,7.5,3042,7,16.1,115
