year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-8.3,7.9,12.7,2.1
1988,-1.1,10.3,14.7,-0.1
1989,2.7,10.4,14.1,2.2
1990,2.8,10.7,14.1,2.4
1991,-0.9,8.5,15.1,3.6
1992,0.3,11.5,14.0,0.7
1993,-0.5,10.5,12.5,-0.1
1994,0.1,9.4,15.1,5.0
1995,-0.4,9.4,14.8,0.7
1996,-4.2,8.7,14.6,2.4
1997,-0.6,9.7,17.0,1.3
1998,0.1,9.2,13.9,0.8
1999,-2.0,9.8,15.1,2.6
2000,0.0,10.4,13.7,5.6
2001,-3.3,9.5,14.9,2.5
2002,0.2,11.5,16.3,-1.4
2003,-2.0,9.7,15.3,2.0
2004,-1.8,10.4,14.6,2.5
2005,-1.2,9.4,15.1,3.4
2006,-4.1,9.9,16.8,5.3
2007,-0.4,10.7,14.4,2.8
2008,1.5,10.7,14.3,2.8
2009,-2.0,10.4,14.9,1.4
2010,-6.1,9.6,14.9,-2.3
2011,-3.0,11.5,15.3,4.6
2012,-0.2,9.3,14.0,1.0
2013,-3.9,10.3,14.5,4.0
2014,0.9,10.5,15.6,3.9
2015,1.3,9.4,14.7,4.6
2016,-1.4,10.9,15.6,3.1
