year,F1,F3,M4
,label F1,label F3,label M4
1987,139,183,2
1988,109,160,1
1989,116,171,0
1990,116,167,4
1991,113,165,0
1992,102,158,1
1993,120,164,1
1994,115,168,3
1995,122,161,0
1996,116,162,0
1997,121,167,3
1998,119,169,2
1999,122,161,1
2000,119,160,2
2001,100,155,1
2002,118,168,0
2003,118,166,1
2004,122,172,1
2005,121,172,1
2006,116,171,0
2007,117,163,1
2008,117,164,0
2009,122,167,2
2010,105,153,0
2011,118,165,1
2012,120,165,1
2013,117,164,3
2014,116,165,0
2015,110,155,1
2016,107,159,1
2016
2017,94,152,1
2018,118,170,2
2019,99,160,1
2020,103,159,2
2021,103,156,0
2022,114,167,1
2023,108,171,1
2024,113,161,0
2025,119,162,1
2026,111,162,1
2027,100,154,1
2028,114,169,2
2029,120,163,2
2030,109,158,1
2031,103,163,0
2032,113,162,1
2033,65,152,0
2034,105,154,1
2035,99,154,1
2036,107,163,2
2037,111,161,1
2038,9,153,2
2039,112,161,1
2040,103,156,2
2041,74,162,0
2042,111,166,0
2043,103,157,0
2044,80,153,1
2045,9,155,1
2046,97,160,1
