year,annual-precipitations
1987,402
1988,504
1989,346
1990,437
1991,401
1992,516
1993,515
1994,701
1995,590
1996,529
1997,677
1998,785
1999,796
2000,839
2001,664
2002,893
2003,663
2004,781
2005,529
2006,826
2007,734
2008,863
2009,761
2010,757
2011,798
2012,846
2013,600
2014,836
2015,763
2016,632
