year,annual-precipitations
1987,1038
1988,1039
1989,823
1990,624
1991,521
1992,833
1993,778
1994,546
1995,673
1996,660
1997,649
1998,561
1999,765
2000,602
2001,662
2002,805
2003,427
2004,666
2005,530
2006,729
2007,630
2008,707
2009,781
2010,822
2011,720
2012,1010
2013,660
2014,583
2015,475
2016,756

min,300
max,2000
steps,10
decimal
