year,annual-average-temperature
1987,10.4
1988,11.5
1989,11.4
1990,11.8
1991,10.8
1992,11.7
1993,11.2
1994,12.4
1995,11.4
1996,10.1
1997,11.4
1998,11.6
1999,11.7
2000,12.5
2001,11.7
2002,11.9
2003,12.3
2004,11.4
2005,11.5
2006,11.9
2007,11.6
2008,11.2
2009,11.4
2010,10.2
2011,12.0
2012,11.4
2013,10.7
2014,12.4
2015,12.2
2016,11.5

min,6
max,14
steps,9
decimal
