year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1696,11,-140,1
1988,1703,10,42,3
1989,2071,12,-235,1
1990,1739,12,11,3
1991,1820,11,-259,4
1992,1770,12,-186,0
1993,1759,10,-127,0
1994,1848,14,-211,0
1995,1873,12,-258,2
1996,1685,10,-113,1
1997,2044,13,-361,0
1998,1680,13,-45,0
1999,1844,11,-351,0
2000,1634,9,-6,5
2001,1720,11,-147,3
2002,1634,11,-28,1
2003,1486,9,-125,3
2004,1827,12,-74,0
2005,1790,11,-66,4
2006,1630,10,-268,2
2007,1896,11,-169,3
2008,1682,12,-124,1
2009,1712,13,-26,0
2010,1668,13,-98,3
2011,1595,11,-148,4
2012,1773,11,-122,0
2013,1658,11,-72,1
2014,1619,11,-95,2
2015,1630,11,-255,1
2016,1694,11,-148,2
2016
2017,2013,12,-186,0
2018,1801,13,-185,2
2019,2333,14,-348,1
2020,1866,10,-218,0
2021,1937,12,-267,1
2022,1881,14,-156,1
2023,2022,11,-288,0
2024,1892,13,-350,1
2025,1959,11,-237,1
2026,2051,15,-280,0
2027,1888,12,-193,2
2028,1883,12,-144,3
2029,2036,11,-342,0
2030,1759,12,-253,8
2031,1840,12,-274,4
2032,1998,11,-298,2
2033,1803,11,-199,3
2034,2006,13,-302,0
2035,2130,12,-286,0
2036,2067,11,-349,1
2037,1756,11,-202,3
2038,2043,12,-272,0
2039,1543,12,-248,6
2040,2306,14,-361,0
2041,1973,12,-306,7
2042,2119,14,-269,0
2043,1770,13,-243,4
2044,2007,13,-194,0
2045,1849,11,-272,2
2046,1714,12,-145,0

min,,4
max,,17
steps,,8
decimal
