year,A1,A2,A3
,label A1,label A2,label A3
1987,31,2805,206
1988,25,2708,198
1989,44,2511,308
1990,37,2628,238
1991,40,2629,307
1992,36,2442,260
1993,29,2602,225
1994,18,2587,164
1995,45,2705,274
1996,19,2618,174
1997,43,2624,316
1998,31,2491,186
1999,31,2610,257
2000,23,2966,189
2001,36,2514,229
2002,29,2769,165
2003,17,3034,124
2004,30,2366,227
2005,24,2715,198
2006,24,2406,183
2007,34,2567,251
2008,20,2546,146
2009,27,2570,203
2010,19,2691,157
2011,28,2675,188
2012,28,2678,205
2013,24,2720,158
2014,19,2738,145
2015,20,2733,190
2016,14,2957,132
2016
2017,38,2196,266
2018,42,2384,283
2019,80,2317,553
2020,51,2359,327
2021,35,2342,265
2022,42,2338,267
2023,51,2491,367
2024,44,2537,321
2025,48,2496,337
2026,47,2097,378
2027,53,2453,351
2028,34,2423,241
2029,31,2244,297
2030,47,2408,315
2031,42,2119,262
2032,58,2654,346
2033,36,2479,261
2034,52,2262,333
2035,43,2193,321
2036,60,2247,411
2037,38,2518,256
2038,55,2297,351
2039,36,2828,252
2040,85,2224,503
2041,54,2514,342
2042,48,2341,307
2043,46,2363,270
2044,63,2561,337
2045,45,2351,255
2046,40,2378,247

min,,2000
max,,4000
steps,,9
decimal
