year,annual-hydric-deficit
1987,312
1988,280
1989,7
1990,-184
1991,-260
1992,16
1993,-35
1994,-271
1995,-90
1996,-105
1997,-171
1998,-280
1999,23
2000,-211
2001,-163
2002,-6
2003,-528
2004,-156
2005,-282
2006,-136
2007,-181
2008,-72
2009,-3
2010,72
2011,-105
2012,207
2013,-72
2014,-212
2015,-379
2016,-10
