year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,62,122,0
1988,56,129,1
1989,55,123,0
1990,60,128,0
1991,54,124,0
1992,52,120,1
1993,59,120,0
1994,50,117,1
1995,61,128,1
1996,46,124,0
1997,63,113,1
1998,51,119,0
1999,57,118,0
2000,59,131,0
2001,46,110,0
2002,84,135,1
2003,76,134,1
2004,29,109,0
2005,56,124,0
2006,25,123,0
2007,62,121,0
2008,50,126,0
2009,47,112,0
2010,57,119,0
2011,56,129,1
2012,26,126,0
2013,62,119,0
2014,77,135,0
2015,43,131,0
2016,87,134,1
2016
2017,46,109,1
2018,51,121,1
2019,27,121,0
2020,45,114,1
2021,48,115,0
2022,57,125,1
2023,47,123,0
2024,52,122,0
2025,47,117,0
2026,30,119,0
2027,67,126,0
2028,32,123,0
2029,39,119,1
2030,38,128,0
2031,37,126,0
2032,73,127,1
2033,43,129,0
2034,24,124,0
2035,42,109,0
2036,45,125,1
2037,46,130,0
2038,59,125,1
2039,70,140,0
2040,48,124,1
2041,57,134,0
2042,44,114,1
2043,28,128,1
2044,46,126,0
2045,39,122,0
2046,55,128,0

min,,90,0
max,,190,6
steps,,11,7
decimal
