year,annual-hydric-deficit
1987,-655
1988,-707
1989,-582
1990,-761
1991,-871
1992,-669
1993,-563
1994,-697
1995,-683
1996,-530
1997,-290
1998,-651
1999,-574
2000,-509
2001,-650
2002,-656
2003,-495
2004,-802
2005,-925
2006,-598
2007,-624
2008,-567
2009,-793
2010,-788
2011,-824
2012,-690
2013,-488
2014,-630
2015,-773
2016,-559
