year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1988,10,-730,2
1988,2213,13,-825,3
1989,1996,12,-731,2
1990,1973,12,-776,1
1991,1836,11,-762,5
1992,1973,8,-687,1
1993,2049,10,-788,0
1994,2159,8,-875,2
1995,1804,10,-713,3
1996,2057,12,-844,0
1997,2272,11,-877,1
1998,1956,12,-770,5
1999,1954,10,-806,0
2000,1985,13,-836,2
2001,2092,12,-724,1
2002,1973,10,-763,6
2003,2125,11,-856,1
2004,1797,10,-697,0
2005,1956,11,-764,3
2006,2148,11,-789,3
2007,2134,11,-731,1
2008,1945,10,-783,3
2009,2130,11,-736,2
2010,2103,10,-856,4
2011,2214,10,-845,3
2012,2100,11,-830,4
2013,2115,13,-783,0
2014,1973,12,-779,1
2015,2160,11,-812,0
2016,2150,10,-839,5
2016
2017,2013,11,-686,2
2018,2255,14,-804,5
2019,2129,11,-716,0
2020,2102,12,-746,1
2021,2268,14,-823,2
2022,2379,15,-818,1
2023,2182,14,-744,2
2024,2289,12,-835,5
2025,2672,11,-887,0
2026,2304,14,-839,14
2027,2088,11,-783,1
2028,2367,12,-784,4
2029,2305,12,-889,2
2030,2227,13,-786,6
2031,2341,14,-814,2
2032,2329,12,-798,1
2033,2501,13,-888,1
2034,2231,12,-800,0
2035,2441,12,-907,0
2036,2196,13,-916,0
2037,2124,13,-773,1
2038,2222,12,-803,0
2039,2399,14,-761,1
2040,2375,13,-826,3
2041,2205,12,-814,3
2042,2197,12,-834,9
2043,2597,15,-824,0
2044,2224,12,-793,0
2045,2423,12,-880,1
2046,2207,14,-733,9

min,1500,6
max,3000,20
steps,11,8
decimals
