year,F1,F3,M4
,label F1,label F3,label M4-FGN
1987,29,120,2
1988,28,128,3
1989,42,118,4
1990,44,125,2
1991,35,123,3
1992,59,130,3
1993,46,113,1
1994,40,123,3
1995,36,123,4
1996,40,117,2
1997,51,123,2
1998,38,117,1
1999,47,115,3
2000,53,119,2
2001,44,121,2
2002,49,128,4
2003,49,116,2
2004,43,122,2
2005,43,129,4
2006,60,127,3
2007,55,122,1
2008,36,124,2
2009,54,132,3
2010,59,130,2
2011,46,123,3
2012,44,124,3
2013,33,116,3
2014,42,132,1
2015,56,121,4
2016,52,129,3
2016
2017,31,118,3
2018,31,125,2
2019,40,111,2
2020,44,113,3
2021,34,113,3
2022,29,123,3
2023,37,110,3
2024,36,116,3
2025,55,117,3
2026,40,128,3
2027,40,108,4
2028,32,121,4
2029,36,122,4
2030,27,120,3
2031,35,113,3
2032,42,125,3
2033,46,112,3
2034,48,114,3
2035,50,116,4
2036,22,108,3
2037,40,114,2
2038,31,111,0
2039,50,120,4
2040,32,122,2
2041,30,123,4
2042,43,124,3
2043,26,108,3
2044,46,114,3
2045,34,111,2
2046,39,117,2
