year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,6.4,14.7,22.1,9.2
1988,7.1,14.0,20.3,9.0
1989,7.0,15.2,21.3,11.1
1990,7.4,14.7,22.1,7.8
1991,6.1,14.0,22.2,8.2
1992,5.8,14.9,21.5,8.7
1993,5.6,14.2,19.7,7.9
1994,6.9,14.8,21.3,10.0
1995,7.8,16.2,20.6,11.1
1996,7.0,15.2,20.0,9.3
1997,8.8,15.3,21.2,10.4
1998,8.7,14.5,21.6,8.0
1999,6.1,15.2,20.7,8.0
2000,6.6,14.8,19.9,9.3
2001,7.9,15.3,20.2,7.5
2002,6.8,14.3,19.1,9.4
2003,5.9,15.6,21.3,8.2
2004,5.6,14.2,19.9,7.3
2005,4.3,16.1,20.5,8.1
2006,5.2,16.0,21.1,9.7
2007,6.4,14.2,19.6,7.3
2008,7.0,14.1,19.3,7.0
2009,6.0,15.1,20.9,9.7
2010,5.5,14.6,21.1,7.7
2011,6.3,16.2,20.2,9.3
2012,4.9,14.5,20.2,8.7
2013,5.9,12.6,20.9,8.0
2014,6.9,14.8,20.3,9.8
2015,5.4,15.7,20.7,8.0
2016,6.7,14.4,22.1,9.0
