year,annual-precipitations
1987,456
1988,394
1989,558
1990,331
1991,237
1992,403
1993,430
1994,370
1995,401
1996,496
1997,686
1998,368
1999,475
2000,521
2001,401
2002,459
2003,620
2004,320
2005,278
2006,520
2007,435
2008,477
2009,351
2010,323
2011,257
2012,372
2013,506
2014,431
2015,346
2016,445
