year,annual-hydric-deficit
1987,43
1988,-144
1989,-155
1990,-170
1991,-143
1992,460
1993,234
1994,109
1995,-54
1996,34
1997,-79
1998,353
1999,-8
2000,293
2001,212
2002,-131
2003,-126
2004,9
2005,-26
2006,9
2007,49
2008,104
2009,36
2010,-5
2011,-18
2012,241
2013,4
2014,12
2015,111
2016,142
