year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,408,425,-91,-239,63,2.4,1964,0,12.1,180
1988,493,420,-11,-229,95,2.2,1939,2,12.3,190
1989,508,431,-5,-185,112,3.0,1888,1,11.9,188
1990,436,412,-58,-216,99,2.0,1896,0,12.1,183
1991,540,508,-104,-266,98,2.8,1938,2,12.7,171
1992,537,417,43,-165,117,2.4,1966,0,13.1,183
1993,491,403,15,-157,116,2.0,1960,2,12.0,185
1994,476,471,-123,-254,75,1.7,1729,0,11.6,197
1995,500,521,-150,-272,80,2.3,1849,1,12.6,188
1996,431,405,-54,-136,45,2.2,1953,2,12.1,179
1997,526,379,75,-97,104,1.9,1849,1,12.4,177
1998,456,515,-212,-278,20,3.0,2030,0,12.8,182
1999,534,493,-81,-235,99,2.8,1906,0,13.2,196
2000,468,397,-7,-186,109,2.0,1866,1,11.9,186
2001,543,394,60,-193,108,2.0,1745,1,11.2,186
2002,583,423,69,-171,120,3.8,2214,0,13.4,165
2003,622,437,89,-112,73,3.4,2136,2,13.1,176
2004,567,423,59,-90,74,2.1,1948,0,11.8,189
2005,554,393,80,-135,105,2.1,1866,0,12.7,189
2006,477,426,-28,-202,73,2.2,1949,1,12.2,183
2007,609,382,141,-52,50,2.4,1726,0,11.7,187
2008,522,419,33,-126,100,1.4,1823,5,12.4,189
2009,537,393,64,-91,77,1.7,1842,0,12.3,182
2010,569,407,78,-100,95,1.3,1801,1,12.2,182
2011,450,414,-39,-155,60,2.6,1912,0,12.3,193
2012,518,393,44,-136,112,1.7,1855,0,12.3,189
2013,492,434,-31,-162,39,2.8,2050,0,12.5,185
2014,473,416,-27,-188,65,2.3,1955,2,12.7,176
2015,638,365,186,23,63,2.7,1797,0,11.8,178
2016,495,409,0,-196,142,2.7,1941,1,11.7,175
2016
2017,653,427,135,-89,139,4.2,2292,0,13.3,142
2018,561,409,64,-90,62,3.8,2139,0,13.0,154
2019,765,427,241,-32,138,4.4,2097,0,11.8,156
2020,625,436,94,-112,136,5.2,2315,0,12.4,130
2021,521,432,0,-170,140,4.3,2345,0,13.2,138
2022,555,542,-128,-210,57,5.1,2514,5,13.9,131
2023,580,430,69,-122,144,4.2,2319,3,14.1,151
2024,592,445,60,-192,144,4.2,2413,2,14.0,156
2025,545,452,6,-209,130,3.6,2101,0,13.0,168
2026,514,408,27,-164,122,2.7,2159,2,13.6,166
2027,615,530,-48,-208,67,4.4,2224,0,13.6,158
2028,600,414,100,-162,211,3.8,2153,0,13.3,150
2029,584,420,79,-135,129,3.9,2204,0,13.4,163
2030,654,577,-58,-286,127,4.2,2199,0,13.6,165
2031,626,426,103,-96,142,4.9,2316,0,13.8,147
2032,623,449,82,-155,181,3.9,2117,2,12.8,162
2033,675,442,140,-86,170,3.7,2263,0,13.3,154
2034,711,428,182,-60,123,4.7,2251,2,12.9,141
2035,598,424,85,-94,146,4.0,2130,1,14.6,184
2036,630,440,96,-102,162,4.6,2348,1,13.2,143
2037,620,431,109,-93,151,3.3,2069,0,13.2,178
2038,496,473,-60,-283,126,3.7,2195,0,13.4,166
2039,506,445,-35,-197,110,4.9,2312,0,12.7,137
2040,582,439,58,-135,123,3.6,2184,3,13.0,157
2041,627,455,79,-162,166,4.3,2265,0,12.9,149
2042,610,438,87,-173,143,4.8,2310,1,13.4,144
2043,517,436,-10,-205,126,3.8,2146,0,12.5,167
2044,622,445,91,-108,120,4.3,2324,0,13.5,146
2045,531,432,4,-107,86,3.9,2165,0,12.4,160
2046,452,410,-47,-162,75,3.7,2150,0,13.4,161
