year,annual-estival-days
1987,0
1988,5
1989,1
1990,0
1991,4
1992,2
1993,1
1994,1
1995,0
1996,0
1997,0
1998,0
1999,4
2000,0
2001,0
2002,0
2003,10
2004,1
2005,6
2006,9
2007,2
2008,5
2009,4
2010,1
2011,7
2012,0
2013,2
2014,20
2015,1
2016,4
