year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-11.7,4.9,10.6,-0.8
1988,-6.5,6.4,13.4,-3.0
1989,-2.5,7.6,13.0,-1.8
1990,-3.7,7.0,12.5,0.2
1991,-6.4,5.7,12.5,-1.0
1992,-8.2,3.2,9.3,-7.8
1993,-10.0,2.8,8.9,-7.5
1994,-12.4,4.1,9.5,-5.6
1995,-2.4,5.7,12.5,-0.4
1996,-6.4,4.4,12.9,0.6
1997,-3.6,5.0,14.8,-0.1
1998,-6.5,5.3,11.9,-2.0
1999,-7.1,6.6,12.6,-1.2
2000,-3.9,6.4,12.3,3.0
2001,-6.4,6.1,13.2,0.0
2002,-3.9,8.1,14.5,-4.0
2003,-6.6,6.2,13.7,-1.9
2004,-5.0,6.4,13.2,0.0
2005,-5.1,7.3,13.5,0.2
2006,-6.4,7.6,15.1,1.2
2007,-5.2,8.0,12.8,0.8
2008,-2.7,7.3,12.0,0.1
2009,-6.4,7.8,13.4,-1.3
2010,-9.2,7.7,13.3,-4.6
2011,-7.4,8.9,14.3,2.1
2012,-4.7,6.4,12.5,-1.5
2013,-6.8,8.7,13.8,0.9
2014,-2.6,7.3,14.9,-0.1
2015,-2.1,7.3,13.4,1.2
2016,-6.0,7.9,13.4,-0.7
