year,F1,F3,M4
,label F1,label F3,label M4
1987,139,185,1
1988,148,187,3
1989,137,184,2
1990,147,189,4
1991,142,193,1
1992,144,186,2
1993,140,183,3
1994,146,196,3
1995,148,193,1
1996,148,186,2
1997,138,193,2
1998,143,182,2
1999,151,194,3
2000,152,191,1
2001,154,197,2
2002,130,179,3
2003,128,173,3
2004,136,179,0
2005,154,199,2
2006,133,182,3
2007,140,196,2
2008,147,191,2
2009,147,194,0
2010,156,66,1
2011,147,188,3
2012,150,194,2
2013,144,185,3
2014,148,190,2
2015,136,195,2
2016,137,182,3
2016
2017,134,180,2
2018,131,182,2
2019,136,179,1
2020,121,175,1
2021,130,178,2
2022,107,164,1
2023,134,178,1
2024,136,176,3
2025,139,184,1
2026,136,183,1
2027,127,182,1
2028,132,186,1
2029,132,179,1
2030,133,180,1
2031,117,178,0
2032,140,183,4
2033,136,182,0
2034,135,180,0
2035,128,186,1
2036,120,171,1
2037,132,179,3
2038,140,180,3
2039,115,172,2
2040,139,179,2
2041,124,174,1
2042,120,174,4
2043,137,177,3
2044,122,174,1
2045,136,181,2
2046,135,183,1

min,,19-May
max,,18-Jul
steps,,4
decimal
