year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1-EMU,label C2-EMU,label C3-EMU,label C12-EMU,label M1,label M2,label M8-EMU,label Co2,label Co3-EMU
1987,0,1,-136,4,0,-222,54,67,16
1988,2,2,-129,3,0,-215,53,68,42
1989,1,2,-88,7,0,-162,59,77,27
1990,0,4,-160,3,0,-217,57,60,63
1991,2,1,-140,2,0,-206,60,49,79
1992,0,0,-71,2,0,-191,53,68,42
1993,1,0,-83,4,0,-151,54,68,41
1994,0,0,-159,4,0,-249,58,74,22
1995,1,4,-151,2,0,-241,60,62,72
1996,2,5,-121,2,0,-131,55,56,78
1997,1,0,-19,3,0,-107,60,65,43
1998,0,1,-187,2,0,-282,47,65,43
1999,0,6,-136,5,0,-188,57,66,51
2000,1,8,-103,3,0,-169,51,62,28
2001,1,15,-122,3,0,-155,59,59,78
2002,0,0,-147,1,0,-204,56,58,47
2003,2,0,-127,3,0,-122,51,76,52
2004,0,7,-150,2,0,-147,49,69,88
2005,0,8,-81,2,0,-123,61,59,83
2006,1,4,-118,6,0,-155,53,73,47
2007,0,6,2,3,0,-38,61,71,43
2008,5,5,-50,4,0,-152,58,72,25
2009,0,4,-53,4,0,-113,61,54,39
2010,0,10,-25,3,0,-107,58,51,40
2011,0,7,-133,4,0,-163,56,65,48
2012,0,4,-111,3,0,-143,59,65,49
2013,0,6,-114,2,0,-169,52,63,56
2014,2,2,-93,4,0,-190,58,55,43
2015,0,0,56,2,0,29,61,66,67
2016,1,1,-81,4,0,-164,52,67,32
2016
2017,0,7,-114,3,0,-117,54,41,70
2018,0,0,-47,3,0,-112,61,54,69
2019,0,3,-94,0,0,-57,53,47,123
2020,0,0,-72,2,0,-130,60,41,71
2021,0,2,-155,3,0,-133,57,36,83
2022,2,0,-101,4,0,-173,58,47,39
2023,2,0,-128,0,0,-133,53,43,92
2024,2,1,-113,3,0,-220,40,48,64
2025,0,0,-96,4,0,-154,57,55,60
2026,1,0,-120,4,0,-136,55,55,30
2027,0,0,-143,3,0,-175,60,59,82
2028,0,0,-82,0,0,-141,60,46,67
2029,0,1,-120,1,0,-164,57,59,52
2030,0,0,-131,3,0,-265,52,60,60
2031,0,2,-52,2,0,-98,57,51,61
2032,0,0,-117,5,0,-211,55,49,23
2033,0,0,-46,4,0,-59,58,43,71
2034,2,1,-33,2,0,-56,53,40,72
2035,1,2,-58,4,0,-153,61,78,43
2036,1,1,-70,4,0,-120,52,55,70
2037,0,4,-49,1,0,-126,58,73,63
2038,0,4,-182,3,0,-226,49,50,75
2039,0,0,-117,5,0,-170,59,52,37
2040,3,1,-76,6,0,-131,52,53,45
2041,0,0,-77,4,0,-156,55,52,44
2042,0,0,-97,4,0,-154,57,50,29
2043,0,2,-114,3,0,-151,49,58,81
2044,0,0,-67,2,0,-77,54,54,90
2045,0,1,-81,3,0,-115,56,49,63
2046,0,1,-103,5,0,-131,60,58,46
