year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,599,456,87,-85,96,1.4,2172,9,13.5,184
1988,548,448,46,-116,115,2.1,2245,11,14.4,185
1989,599,447,102,-47,106,1.0,2059,10,12.8,190
1990,669,455,170,-75,132,0.6,1901,11,12.9,199
1991,631,524,10,-127,52,2.7,2206,11,13.4,174
1992,485,464,-37,-175,90,1.8,2054,14,12.4,205
1993,566,615,-166,-317,133,2.5,2304,19,14.0,182
1994,567,517,-49,-141,65,1.9,2049,20,13.7,193
1995,435,464,-86,-149,25,1.6,2244,15,13.5,177
1996,559,570,-111,-261,86,2.5,2234,24,14.1,178
1997,579,551,-65,-210,106,2.4,2206,13,13.1,169
1998,618,439,125,-8,78,1.7,2116,15,13.9,191
1999,553,554,-120,-212,59,1.0,1895,12,10.9,192
2000,529,544,-101,-188,39,1.4,2242,18,14.9,201
2001,562,438,80,-103,90,1.3,2057,19,12.7,185
2002,539,456,28,-125,103,1.8,2186,10,13.2,168
2003,498,485,-37,-216,107,2.7,2300,17,13.4,180
2004,597,433,101,-54,91,1.6,2024,8,11.8,173
2005,438,483,-99,-209,61,1.7,2309,24,13.5,176
2006,517,445,17,-119,63,2.2,2035,8,13.3,187
2007,570,462,50,-66,71,2.6,2259,15,12.4,170
2008,585,465,67,-161,124,2.4,2230,13,12.8,181
2009,573,454,65,-86,76,1.9,2274,23,14.6,179
2010,511,429,34,-95,91,0.6,1924,5,11.4,187
2011,519,437,27,-116,76,2.6,2162,4,13.5,177
2012,513,472,-12,-169,72,2.9,2280,9,13.1,157
2013,519,484,-14,-168,71,2.8,2137,14,12.8,187
2014,509,435,20,-127,129,1.8,2051,15,13.4,190
2015,453,449,-46,-159,59,1.2,2257,17,13.5,186
2016,510,443,9,-118,86,2.1,2140,17,13.3,179
2016
2017,486,501,-80,-230,80,4.7,2635,21,15.2,149
2018,552,461,19,-128,92,4.2,2478,8,13.3,157
2019,664,433,164,-26,107,3.7,2390,7,13.9,159
2020,636,465,108,-17,73,3.2,2426,9,14.1,163
2021,669,552,5,-107,60,3.5,2445,11,14.0,152
2022,808,441,301,85,127,3.4,2364,13,13.8,174
2023,731,591,37,-196,135,2.9,2351,9,14.5,176
2024,685,583,-14,-160,81,5.3,2787,25,16.6,153
2025,600,442,93,-73,80,4.0,2409,10,13.0,155
2026,544,571,-133,-262,125,3.6,2436,13,13.9,169
2027,723,545,62,-83,108,4.6,2611,8,14.4,147
2028,615,484,68,-89,115,4.0,2483,14,15.0,158
2029,604,602,-128,-230,44,3.5,2443,8,14.1,166
2030,603,564,-67,-200,76,3.4,2420,11,13.6,161
2031,595,457,75,-90,95,4.3,2500,10,14.3,149
2032,580,461,59,-151,156,3.5,2347,10,12.6,165
2033,524,467,-13,-170,115,4.3,2501,8,12.3,157
2034,588,465,51,-84,82,4.0,2383,11,15.4,172
2035,677,439,176,-20,124,2.9,2270,7,13.8,175
2036,631,444,124,-81,136,3.5,2317,12,12.4,161
2037,722,465,195,14,119,4.2,2514,21,15.2,145
2038,541,477,-2,-161,108,5.0,2643,23,15.1,151
2039,641,475,100,-97,159,4.0,2361,8,14.3,160
2040,656,458,139,-76,127,3.7,2409,9,13.2,151
2041,573,486,19,-125,94,4.4,2637,17,15.0,161
2042,633,454,121,-24,67,3.5,2396,6,13.5,167
2043,551,454,36,-139,118,3.4,2253,12,13.4,171
2044,664,466,138,-63,114,3.3,2470,15,13.9,157
2045,663,408,189,-57,135,2.3,2148,0,11.8,159
2046,621,456,111,-73,112,2.6,2419,16,13.8,161
