year,annual-estival-days
1987,2
1988,25
1989,12
1990,3
1991,4
1992,2
1993,1
1994,13
1995,10
1996,4
1997,27
1998,2
1999,19
2000,7
2001,9
2002,18
2003,23
2004,4
2005,13
2006,19
2007,8
2008,1
2009,8
2010,31
2011,18
2012,2
2013,13
2014,27
2015,1
2016,6
