year,annual-frozen-days
1987,176
1988,183
1989,145
1990,163
1991,195
1992,229
1993,248
1994,187
1995,176
1996,170
1997,183
1998,167
1999,169
2000,142
2001,169
2002,179
2003,157
2004,172
2005,161
2006,152
2007,151
2008,149
2009,172
2010,175
2011,146
2012,161
2013,164
2014,155
2015,135
2016,155

min,120
max,255
steps,10
decimal
