year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1-EMU,label C2-EMU,label C3-EMU,label C12-EMU,label M1,label M2,label M8-EMU,label Co2,label Co3-EMU
1987,2,0,-26,2,0,-112,46,75,60
1988,10,2,-154,0,0,-145,49,69,50
1989,6,1,-104,1,1,-119,44,77,80
1990,3,8,-100,0,3,-116,57,71,63
1991,4,0,-134,1,0,-103,43,60,98
1992,11,1,-151,1,1,-175,31,82,54
1993,13,5,-171,2,0,-304,30,66,39
1994,15,5,-70,1,1,-140,52,73,100
1995,11,7,-101,2,1,-156,39,60,67
1996,16,3,-167,0,0,-277,37,59,58
1997,7,4,-110,0,0,-235,45,64,36
1998,2,2,-61,1,1,6,48,77,83
1999,12,9,-164,2,0,-199,37,74,34
2000,11,5,-158,0,0,-181,36,79,82
2001,18,6,-76,0,1,-106,50,62,75
2002,2,0,-150,1,0,-155,45,63,52
2003,17,0,-218,0,1,-207,36,64,92
2004,7,8,-11,0,1,-63,48,61,60
2005,23,0,-143,0,1,-221,35,72,93
2006,6,9,-137,1,0,-135,50,68,90
2007,15,4,-119,1,0,-107,30,62,87
2008,9,4,-150,2,0,-144,35,58,78
2009,12,3,-49,0,3,-105,46,61,84
2010,5,0,-119,1,0,-155,48,70,71
2011,2,7,-90,3,1,-125,44,61,72
2012,6,4,-130,1,1,-173,40,58,75
2013,12,1,-129,1,1,-204,37,79,72
2014,13,5,-103,2,0,-112,45,74,48
2015,7,4,-64,2,4,-167,41,61,22
2016,9,6,-104,0,1,-165,47,69,65
2016
2017,13,0,-203,0,0,-255,26,54,74
2018,8,5,-92,1,0,-150,36,43,42
2019,5,0,-84,0,0,-97,50,65,80
2020,5,2,-92,0,0,-89,40,48,84
2021,5,4,-80,2,0,-153,38,53,63
2022,10,4,12,0,0,0,41,61,121
2023,8,0,-155,0,1,-220,42,69,108
2024,21,1,-89,1,0,-188,32,44,96
2025,9,1,-105,0,0,-108,31,52,109
2026,13,3,-236,1,0,-251,29,56,70
2027,8,0,-121,0,0,-82,34,49,120
2028,13,0,-131,0,0,-84,41,58,126
2029,8,4,-113,1,0,-201,33,54,66
2030,10,0,-182,0,0,-217,37,59,96
2031,8,1,-94,0,0,-145,40,46,60
2032,9,0,-65,1,0,-170,37,62,69
2033,4,1,-131,0,0,-147,26,59,95
2034,11,7,-50,0,0,-116,47,60,70
2035,6,4,-59,1,0,-106,39,66,59
2036,9,3,-121,2,0,-138,46,47,64
2037,15,1,-50,1,0,31,43,50,132
2038,20,2,-141,0,0,-206,30,45,66
2039,1,4,-95,2,0,-140,36,58,38
2040,6,0,-87,3,0,-71,43,52,71
2041,15,6,-116,0,0,-213,30,52,55
2042,6,4,-66,0,0,-86,33,57,79
2043,12,0,-99,1,0,-185,43,64,33
2044,15,0,-68,2,0,-71,38,55,80
2045,0,3,-90,2,0,-72,58,46,90
2046,14,0,-109,0,3,-104,38,59,103
