year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-13.8,7.3,11.8,-2.5
1988,-7.9,8.2,15.0,-3.9
1989,-3.0,10.0,14.3,-2.3
1990,-4.4,8.6,13.1,-1.9
1991,-6.4,5.7,12.5,-1.0
1992,-8.2,3.2,9.3,-7.8
1993,-10.0,2.8,8.9,-7.5
1994,-9.5,7.3,14.2,-1.8
1995,-3.9,8.9,13.5,-3.1
1996,-8.8,7.3,13.7,-0.9
1997,-6.9,7.2,15.7,-2.8
1998,-8.5,7.0,13.9,-1.8
1999,-8.9,9.6,14.4,-0.4
2000,-5.3,9.3,14.1,1.9
2001,-7.9,8.9,15.3,-3.2
2002,-5.1,10.2,15.5,-6.5
2003,-8.3,7.7,15.7,-0.3
2004,-7.5,8.2,14.6,-0.9
2005,-7.2,8.7,15.2,0.5
2006,-10.5,9.2,15.6,1.3
2007,-7.4,9.1,14.3,0.9
2008,-4.0,8.2,12.4,1.4
2009,-7.1,8.5,14.6,-2.5
2010,-11.9,9.1,16.3,-5.2
2011,-10.0,10.0,15.7,2.2
2012,-8.3,7.9,14.2,-2.4
2013,-7.7,10.1,14.6,0.9
2014,-4.1,8.5,15.5,-0.8
2015,-3.8,8.2,14.0,1.7
2016,-6.7,10.0,14.5,-1.6
