year,annual-hydric-deficit
1987,147
1988,136
1989,93
1990,28
1991,-143
1992,460
1993,234
1994,128
1995,76
1996,155
1997,-36
1998,323
1999,86
2000,210
2001,76
2002,45
2003,170
2004,325
2005,85
2006,50
2007,101
2008,254
2009,-77
2010,41
2011,98
2012,237
2013,94
2014,27
2015,396
2016,43
