year,F1,F3,M4
,label F1,label F3,label M4
1987,129,173,1
1988,132,178,1
1989,132,177,0
1990,143,188,1
1991,135,179,0
1992,135,174,2
1993,136,173,1
1994,141,184,2
1995,133,176,2
1996,142,180,3
1997,131,175,2
1998,131,180,1
1999,133,177,0
2000,142,177,1
2001,143,185,1
2002,130,176,2
2003,131,171,3
2004,120,180,1
2005,122,166,1
2006,137,184,1
2007,132,169,1
2008,137,175,3
2009,140,181,1
2010,135,180,1
2011,137,182,0
2012,126,171,0
2013,134,174,2
2014,134,183,0
2015,139,178,2
2016,137,178,0
2016
2017,120,165,1
2018,131,169,0
2019,111,171,1
2020,135,173,0
2021,130,171,1
2022,136,174,0
2023,131,172,1
2024,136,172,1
2025,133,169,1
2026,132,170,3
2027,122,164,1
2028,125,169,1
2029,134,171,1
2030,126,166,1
2031,128,173,0
2032,126,168,2
2033,120,159,2
2034,131,177,1
2035,137,175,1
2036,131,172,0
2037,124,169,0
2038,128,168,0
2039,130,172,1
2040,125,169,0
2041,131,168,2
2042,134,173,0
2043,126,174,0
2044,127,170,1
2045,131,182,1
2046,124,169,2

min,,19-May
max,,18-Jul
steps,,4
decimal
