year,annual-precipitations
1987,607
1988,644
1989,645
1990,546
1991,321
1992,856
1993,625
1994,640
1995,584
1996,638
1997,491
1998,773
1999,552
2000,683
2001,566
2002,585
2003,680
2004,806
2005,642
2006,622
2007,628
2008,736
2009,455
2010,600
2011,650
2012,737
2013,624
2014,566
2015,877
2016,544

min,240
max,1040
steps,11
decimal
