year,annual-hydric-deficit
1987,201
1988,263
1989,-120
1990,55
1991,-36
1992,-167
1993,-207
1994,-50
1995,-87
1996,-252
1997,-206
1998,-233
1999,-138
2000,6
2001,81
2002,-165
2003,-432
2004,-209
2005,-257
2006,-162
2007,-218
2008,-98
2009,-262
2010,-127
2011,-298
2012,-169
2013,170
2014,-113
2015,-362
2016,-27
